293	0	a	The battery runs down quickly.
1593	1	a	"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  "
148	0	a	Perhaps my phone is defective, but people cannot hear me when I use this.
2106	1	a	The folks at Otto always make us feel so welcome and special.
2280	1	a	Our server was super nice and checked on us many times.
1814	0	a	Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.
2315	1	a	The food was excellent and service was very good.
931	0	a	The jerky camera movements were also annoying.  
1257	1	a	But this movie really got to me.  
1301	1	a	I advise you to look out for it.  
277	0	a	The holster that arrived did not match the photo in the ad.
1053	0	a	It just blew.  
1240	1	a	This movie was kind of long in length, but I enjoyed every minute of it.  
1506	1	a	"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  "
1713	0	a	Will not be back!
944	0	a	Filmiing was less expansive.  
850	0	a	Top line: Don't waste your time and money on this one, its as bad as it comes.  
56	0	a	BT50 battery junk!.
729	1	a	An Awesome New Look For Fall 2000!.
2032	1	a	We had fantastic service, and were pleased by the atmosphere.
1102	0	a	Nothing at all to recommend.  
1748	0	a	The kids play area is NASTY!
353	0	a	It looses connection to the phone even when it is within a couple feet between the two.
843	0	a	The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.  
172	0	a	Doesn't Work.
2186	1	a	I really enjoyed eating here.
2337	1	a	I recently tried Caballero's and I have been back every week since!
1685	0	a	There is not a deal good enough that would drag me into that establishment again.
210	0	a	Don't waste your $$$ on this one.
1094	0	a	This may be the only bad film he ever made.  
734	1	a	It is a joy to use.
2320	1	a	I loved the bacon wrapped dates.
574	1	a	It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.
2158	1	a	My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.
1283	1	a	The stories were powerful explorations of the nature of man and of art.  
1229	1	a	This is the kind of money that is wasted properly.  
174	0	a	I am not impressed with this and i would not recommend this item to anyone.
1752	0	a	If there were zero stars I would give it zero stars.
1213	1	a	It features an outlandish array of memorable, psychotic but lovable nuts.  
2334	1	a	this place is good.
795	1	a	These are certainly very comfortable and functionality is decent.
271	0	a	in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.
136	0	a	I'm really disappointed all I have now is a charger that doesn't work.
417	1	a	Good product - incredible value.
12	0	a	The only thing that disappoint me is the infra red port (irda).
181	0	a	What a big waste of time.
1449	1	a	And those baby owls were adorable.  
578	1	a	The reception is excellent!
1459	1	a	There's barely a boring moment in the film and there are plenty of humorous parts.  
72	0	a	At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).
1143	0	a	The dialogue is atrocious.  
693	1	a	Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).
1471	1	a	This game rocks.  
30	0	a	Big Disappointment with calendar sync.
814	0	a	But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  
1509	1	a	Hitchcock is a great director.  
2236	1	a	I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!
312	0	a	I have to jiggle the plug to get it to line up right to get decent volume.
1242	1	a	"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  "
946	0	a	Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  
914	0	a	I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  
613	1	a	I had ordered a motorola data cable, got a very well finished and working product.
1716	0	a	The service was not up to par, either.
2068	1	a	This is a GREAT place to eat!
2124	1	a	Much better than the other AYCE sushi place I went to in Vegas.
879	0	a	I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  
1504	1	a	If you have not seen this movie, I definitely recommend it!  
2329	1	a	I have eaten here multiple times, and each time the food was delicious.
259	0	a	Don't waste your money!.
1217	1	a	I guess I liked the details of his dysfunction--he was believable.  
104	0	a	Lasted one day and then blew up.
1096	0	a	It was forced, like everything in this movie.  
2350	1	a	The waitress was friendly and happy to accomodate for vegan/veggie options.
1950	0	a	-My order was not correct.
373	0	a	Then I had to continue pairing it periodically since it somehow kept dropping.
1468	1	a	Their on-screen chemistry, critical to the entire film, is genuine.  
2038	1	a	It is worth the drive.
746	1	a	This is a beautiful phone.
884	0	a	The story itself is just predictable and lazy.  
684	1	a	I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!
1238	1	a	Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  
42	0	a	Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.
444	1	a	I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.
1155	0	a	I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  
2238	1	a	Just had lunch here and had a great experience.
61	0	a	I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.
1629	0	a	As much as I'd like to go back, I can't get passed the atrocious service and will never return.
123	0	a	Phone falls out easily.
854	0	a	DELETE this film from your mind!  
1619	0	a	Never going back.
575	1	a	Good price.
1652	0	a	Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.
1991	0	a	I think this restaurant suffers from not trying hard enough.
221	0	a	Truly awful.
1571	1	a	"He owns the film, just as Spacek owned ""Coal Miner's Daughter"" and Quaid owned ""Great Balls of Fire.  "
758	1	a	* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!
1671	0	a	We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.
1378	1	a	This is truly an art movie--it actually has a lot of art in it.  
2005	1	a	Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.
838	0	a	I felt as though her going to Ireland did absolutely nothing whatsoever.  
1413	1	a	But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  
1654	0	a	I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.
381	0	a	You can not answer calls with the unit, never worked once!
913	0	a	And generally the lines and plot is weaker than the average episode.  
2159	1	a	I hope this place sticks around.
1126	0	a	It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  
2179	1	a	From what my dinner companions told me...everything was very fresh with nice texture and taste.
1883	0	a	The service was terrible, food was mediocre.
629	1	a	This phone is slim and light and the display is beautiful.
1042	0	a	It's like a bad two hour TV movie.  
1394	1	a	Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  
917	0	a	It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  
1518	1	a	It really created a unique feeling though.  
1791	0	a	If you are reading this please don't go there.
1063	0	a	The dialogue sucked.  
1451	1	a	The soundtrack wasn't terrible, either.  
1858	0	a	It was packed!!
390	0	a	Do Not Buy for D807...wrongly advertised for D807.
1611	0	a	The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.
2009	1	a	Each day of the week they have a different deal and it's all so delicious!
2299	1	a	Cute, quaint, simple, honest.
943	0	a	It's an empty, hollow shell of a movie.  
225	0	a	I does not maintain a connection with the computer while it is on my lap.
1827	0	a	Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.
248	0	a	This product is very High quality Chinese CRAP!!!!!!
1522	1	a	Linda Cardellini is the only thing good in this film.  
468	1	a	My colleague & I now get great reception.A little expensive, but performance is great.
742	1	a	I was very impressed with the price of the cases.
763	1	a	Well packaged, arrived on time, and works as intended.
1004	0	a	first of all, there are enough racial stereotypes and racial jokes to offend everyone.  
2300	1	a	A fantastic neighborhood gem !!!
2024	1	a	This place has it!
2376	1	a	* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!
756	1	a	Excellent hands free tool.
523	1	a	Great phone!.
2387	1	a	This was my first time and I can't wait until the next.
1338	1	a	Also great directing and photography.  
825	0	a	Wow, what a bad film.  
2073	1	a	The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.
1815	0	a	Will never, ever go back.
1779	0	a	"It was extremely ""crumby"" and pretty tasteless."
1773	0	a	My gyro was basically lettuce only.
121	0	a	It is cheap, and it feel and look just as cheap.
565	1	a	It has kept up very well.
974	0	a	This movie is so mind-bendingly awful, it couldn't have even been created.  
1576	1	a	The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.  
2041	1	a	Check it out.
1513	1	a	I would give this television series a 10 plus if i could.  
2389	1	a	Of all the dishes, the salmon was the best, but all were great.
592	1	a	Incredible!.
1021	0	a	It had some average acting from the main person, and it was a low budget as you clearly can see.  
1317	1	a	Great character actors Telly Savalas and Peter Boyle.  
1148	0	a	The budget was evidently very limited.  
1675	0	a	I was VERY disappointed!!
1294	1	a	Julian Fellowes has triumphed again.  
1899	0	a	Not my thing.
1776	0	a	I took back my money and got outta there.
395	0	a	Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.
1160	0	a	The story line is totally predictable.  
1047	0	a	I saw this movie and I thought this is a stupid movie.  
1792	0	a	The chicken dishes are OK, the beef is like shoe leather.
683	1	a	No ear loop needed, it's tiny and the sound is great.
74	0	a	So there is no way for me to plug it in here in the US unless I go by a converter.
2191	1	a	The owners are super friendly and the staff is courteous.
1843	0	a	Terrible service!
1103	0	a	Didn't laugh or even smile once.  
2111	1	a	"Service is quick and even ""to go"" orders are just like we like it!"
481	1	a	I especially love the long battery life.
601	1	a	Lately they have been extremely nice and helpful on the phone.
983	0	a	I am not a filmmaker nor am I a director but I would hide my head in the sand if I'd spent whatever amount of money and time on this movie.  
953	0	a	I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  
1198	0	a	The results, well, are a shame.  
1954	0	a	It wasn't busy at all and now we know why.
2004	1	a	The only thing I did like was the prime rib and dessert section.
226	0	a	Disappointment.. I hate anything that goes in my ear.
526	1	a	I have yet to run this new battery below two bars and that's three days without charging.
681	1	a	Great Hands Free Device.
1766	0	a	A lady at the table next to us found a live green caterpillar In her salad.
1073	0	a	I really don't see how anyone could enjoy this movie.  
1154	0	a	But it's just not funny.  
1739	0	a	It was not good.
1261	1	a	The sets (especially designed to work with the camera) are amazing....stylized, beautiful and effective.  
203	0	a	you could only take 2 videos at a time and the quality was very poor.
1351	1	a	Babie Bop is very cute.  
350	0	a	The ear buds only play music in one ear.
584	1	a	It feels more comfortable than most headsets because I wear glasses and that gets in the way sometimes.
365	0	a	For a product that costs as much as this one does, I expect it to work far better and with greater ease than this thing does.
1736	0	a	It was a bit too sweet, not really spicy enough, and lacked flavor.
2215	1	a	This is the place where I first had pho and it was amazing!!
91	0	a	Unreliable - I'm giving up.
1691	0	a	This one is simply a disappointment.
1727	0	a	I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.
2225	1	a	The lighting is just dark enough to set the mood.
2293	1	a	The food is good.
2336	1	a	I didn't know pulled pork could be soooo delicious.
877	0	a	1/10 - and only because there is no setting for 0/10.  
470	1	a	The cutouts and buttons are placed perfectly.
1435	1	a	Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  
1758	0	a	I checked out this place a couple years ago and was not impressed.
978	0	a	This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.  
1216	1	a	The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  
912	0	a	I certainly do not mean this distinction in a good way.  
347	0	a	I want my money back.
2168	1	a	This place was such a nice surprise!
2045	1	a	They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!
641	1	a	I wear glasses and it fits fine with them.
278	0	a	Reception is terrible and full of static.
1001	0	a	I am a fan of his ... This movie sucked really bad.  
112	0	a	I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.
480	1	a	Battery charge-life is quite long.
637	1	a	Very easy to use.
581	1	a	Comfortable, Nice Range, Good Battery Life.
200	0	a	Do not make the same mistake as me.
657	1	a	"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?"
1253	1	a	The things that the four kids get themselves into is absolutely hilarious to watch.  
888	0	a	The dialogue is composed of things that make little sense.  
1372	1	a	There are massive levels, massive unlockable characters... it's just a massive game.  
702	1	a	Love this product.
2279	1	a	The chips and salsa were really good, the salsa was very fresh.
1932	0	a	The place was fairly clean but the food simply wasn't worth it.
2265	1	a	We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.
2390	1	a	Food was so gooodd.
2177	1	a	This is some seriously good pizza and I'm an expert/connisseur on the topic.
457	1	a	Very well made and fits my Surefire GX2 perfectly.
1412	1	a	Excellent short film.  
1934	0	a	The management is rude.
1387	1	a	The kids are very cool too.  
472	1	a	It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.
1183	0	a	About ten minutes into this film I started having second thoughts.  
287	0	a	Waste of money.
2301	1	a	Now the pizza itself was good the peanut sauce was very tasty.
2222	1	a	Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!
1426	1	a	""" In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.  "
150	0	a	Improper description.... I had to return it.
1913	0	a	First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!
1938	0	a	Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.
648	1	a	Thanks again to Amazon for having the things I need for a good price!
1068	0	a	This movie is terrible.  
2195	1	a	Plus, it's only 8 bucks.
260	0	a	Last time buying from you.
1250	1	a	You will leave the theater wanting to go out and dance under the stars.  
1604	0	a	Avoid at all cost!
1988	0	a	We waited for forty five minutes in vain.
191	0	a	don't waste your money.
192	0	a	This is infuriating.
1919	0	a	It kept getting worse and worse so now I'm officially done.
1852	0	a	very slow at seating even with reservation.
17	0	a	I advise EVERYONE DO NOT BE FOOLED!
2284	1	a	Great service and food.
1076	0	a	) Don't waste your time.  
2099	1	a	Stopped by this place while in Madison for the Ironman, very friendly, kind staff.
633	1	a	Great Phone.
942	0	a	Let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.  
964	0	a	Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  
1567	1	a	This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  
563	1	a	The Jabra EarGels fit my ears very well.
194	0	a	It clicks into place in a way that makes you wonder how long that mechanism would last.
883	0	a	there is no real plot.  
554	1	a	Nice solid keyboard.
1530	1	a	Here, in The Wind and the Lion, we see a wonderful rendering of America's own Imperial age.  
1086	0	a	The death row scenes were entirely unmoving.  
2142	1	a	Hands down my favorite Italian restaurant!
69	0	a	I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.
416	1	a	Jawbone Era is awesome too!
419	1	a	The file browser offers all the options that one needs.Handsfree is great.
1701	0	a	The warm beer didn't help.
1700	0	a	very tough and very short on flavor!
1745	0	a	Service was slow and not attentive.
1775	0	a	Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.
1888	0	a	"The servers went back and forth several times, not even so much as an ""Are you being helped?"""
1982	0	a	I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.
476	1	a	Better than you'd expect.
1924	0	a	TOTAL WASTE OF TIME.
426	1	a	Great Value.
1162	0	a	It was so BORING!  
355	0	a	The earpiece on this is too large or too heavy...it keeps falling out of my ear.
1754	0	a	"like the other reviewer said ""you couldn't pay me to eat at this place again."""
1532	1	a	See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  
1000	0	a	Nothing new there.  
1687	0	a	Just don't know why they were so slow.
2316	1	a	I have been here several times in the past, and the experience has always been great.
301	0	a	Using all earpieces, left or right, this thing will not stay on my ear.
1496	1	a	"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  "
1703	0	a	I've had better bagels from the grocery store.
282	0	a	This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.
1204	1	a	This is high adventure at its best.  
1669	0	a	For service, I give them no stars.
562	1	a	Much less than the jawbone I was going to replace it with.
1563	1	a	I don't think you will be disappointed.  
1318	1	a	But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.  
1137	0	a	The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  
1615	0	a	If it were possible to give them zero stars, they'd have it.
1018	0	a	Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  
1879	0	a	I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.
570	1	a	Excellent Phone.
796	1	a	Good product, good seller.
1110	0	a	Otherwise, don't even waste your time on this.  
643	1	a	very good product, well made.
1066	0	a	Why was this film made?  
40	0	a	Pretty piece of junk.
837	0	a	One of the most disappointing aspects is the lack of notable gore.  
1639	0	a	It was a pale color instead of nice and char and has NO flavor.
1259	1	a	is pretty funny.  
2237	1	a	Fantastic service here.
1125	0	a	Lame would be the best way to describe it.  
1832	0	a	And the beans and rice were mediocre at best.
1419	1	a	This movie is so awesome!  
2277	1	a	It's worth driving up from Tucson!
1015	0	a	The plot was the same as pretty much every other cheap horror.  
2115	1	a	He also came back to check on us regularly, excellent service.
1774	0	a	I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!
59	0	a	It dit not work most of the time with my Nokia 5320.
1458	1	a	As they say in Canada, This is the fun game, aye.  
1447	1	a	It's a sad movie, but very good.  
412	1	a	Plan on ordering from them again and again.
1344	1	a	Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  
1414	1	a	""" The structure of this film is easily the most tightly constructed in the history of cinema.  "
1987	0	a	Del Taco is pretty nasty and should be avoided if possible.
2053	1	a	I love their fries and their beans.
658	1	a	Really pleased with this product so far.
1920	0	a	I don't think we'll be going back anytime soon.
945	0	a	I'm so sorry but I really can't recommend it to anyone.  
1927	0	a	However, there was so much garlic in the fondue, it was barely edible.
603	1	a	I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!
920	0	a	Whatever prompted such a documentary is beyond me!  
51	0	a	They work about 2 weeks then break.
1741	0	a	This place is not quality sushi, it is not a quality restaurant.
1505	1	a	) a happy, wonderful, feel good ending!  
422	1	a	Plantronics Bluetooth Excelent Buy.
624	1	a	I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.
1824	0	a	The waiter wasn't helpful or friendly and rarely checked on us.
2202	1	a	This place receives stars for their APPETIZERS!!!
421	1	a	Battery life is real good.
1737	0	a	The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.
595	1	a	So I bought about 10 of these and saved alot of money.
828	0	a	IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  
1637	0	a	I don't recommend unless your car breaks down in front of it and you are starving.
114	0	a	You get what you pay for I guess.
1642	0	a	We'll never go again.
2343	1	a	Restaurant is always full but never a wait.
1170	0	a	This scene is very strong and unpleasant.  
1575	1	a	"I think the most wonderful parts (literally, full of ""wonder"") are the excerpts from his works.  "
1602	0	a	Overall I wasn't very impressed with Noca.
771	1	a	Very wind-resistant.
1885	0	a	Unfortunately, we must have hit the bakery on leftover day because everything we ordered was STALE.
1959	0	a	I consider this theft.
1623	0	a	I'd rather eat airline food, seriously.
1400	1	a	Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  
243	0	a	The cable looks so thin and flimsy, it is scary.
1163	0	a	Very disappointed and wondered how it could be in the Oscar shortlist.  
1816	0	a	I mean really, how do you get so famous for your fish and chips when it's so terrible!?!
473	1	a	Authentic leather with nice shine and comfort .I recommend you this case !!
89	0	a	We are sending it back.
2223	1	a	A good time!
1462	1	a	The two main characters may be two of the most believable children I ever saw put on screen.  
1037	0	a	Very little music or anything to speak of.  
1026	0	a	Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  
519	1	a	It finds my cell phone right away when I enter the car.
1955	0	a	And the red curry had so much bamboo shoots and wasn't very tasty to me.
295	0	a	useless phone, simply deaf.
2276	1	a	So they performed.
2092	1	a	This is one of the best bars with food in Vegas.
549	1	a	The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.
400	1	a	The price was very good and with the free shipping and all it was a good purchase.
739	1	a	Product was excellent and works better than the verizon one and Boy was it cheaper!
505	1	a	I have purchased these for both family and friends, and all enjoy their clarity and ease of use
1829	0	a	Which are small and not worth the price.
930	0	a	Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  
1326	1	a	This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  
2260	1	a	Just as good as when I had it more than a year ago!
2007	1	a	The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.
798	1	a	So far it has worked like a charm.
267	0	a	I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck.
922	0	a	About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  
759	1	a	I'm still infatuated with this phone.
1918	0	a	I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.
1570	1	a	There are some generally great things in it.  
898	0	a	I literally vomited while watching this film.  
1936	0	a	Bland and flavorless is a good way of describing the barely tepid meat.
1592	1	a	The rest of the cast also play well.  
3	0	a	Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.
1839	0	a	Probably not in a hurry to go back.
1862	0	a	REAL sushi lovers, let's be honest - Yama is not that good.
849	0	a	The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  
1958	0	a	I dressed up to be treated so rudely!
2049	1	a	I loved the grilled pizza, reminded me of legit Italian pizza.
569	1	a	Great for the jawbone.
1733	0	a	The service here leaves a lot to be desired.
1709	0	a	I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.
1644	0	a	My husband said she was very rude... did not even apologize for the bad food or anything.
705	1	a	EXCELLENT SERVICE!!!!!!!!.
407	1	a	Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended
939	0	a	This is one I did not have, but I watched it recently on Fox Movie Channel, and was very disappointed.  
93	0	a	It was a waste of my money.
2294	1	a	The atmosphere is modern and hip, while maintaining a touch of coziness.
246	0	a	The volume switch rocketed out of the unit to a destination unknown.
1893	0	a	Don't do it!!!!
1525	1	a	It's a feel-good film and that's how I felt when I came out of the cinema!  
213	0	a	The item received was Counterfeit.
553	1	a	It is light, easy to use, and has very clear reception and transmission.
1949	0	a	If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?
861	0	a	Even the squibs look awful.  
167	0	a	While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.
1848	0	a	This place is way too overpriced for mediocre food.
1960	0	a	I'm not impressed with the concept or the food.
911	0	a	The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  
1962	0	a	Don't waste your time here.
1038	0	a	The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  
910	0	a	In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.  
2128	1	a	Delicious and I will absolutely be back!
788	1	a	Worked perfectly!
462	1	a	IT'S REALLY EASY.
1947	0	a	I probably would not go here again.
999	0	a	I thought it was bad.  
970	0	a	There's also enough hypocrisy in this film to make me vomit.  
503	1	a	The headset fulfills my requirements so I am happy with my purchase.
482	1	a	This is hands down the best phone I've ever had.
2199	1	a	Nargile - I think you are great.
1992	0	a	Very disappointing!!!
1083	0	a	The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  
806	0	a	Again, lame.  
484	1	a	The best phone in market :).
2244	1	a	This place is pretty good, nice little vibe in the restaurant.
2207	1	a	All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.
2331	1	a	And considering the two of us left there very full and happy for about $20, you just can't go wrong.
748	1	a	Works great!.
963	0	a	This one just fails to create any real suspense.  
383	0	a	Poor quality.
1104	0	a	Really bad.  
830	0	a	Not a pleasant voyage of self-discovery.  
1784	0	a	Worst service to boot, but that is the least of their worries.
1488	1	a	The story is also both funny and poignant at times.  
762	1	a	Keep up the good work Amazon!!
1405	1	a	I liked this movie way too much.  
176	0	a	stay away from this store, be careful.
804	0	a	Graphics is far from the best part of the game.  
82	0	a	This pair of headphones is the worst that I have ever had sound-wise.
2157	1	a	I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.
2218	1	a	Cant say enough good things about this place.
319	0	a	The battery is unreliable as well as the service use antena.
716	1	a	Awsome Device Works Great!!.
1314	1	a	As a European, the movie is a nice throwback to my time as a student in the 1980's and the experiences I had living abroad and interacting with other nationalities, although the circumstances were slightly different.  
2318	1	a	An absolute must visit!
636	1	a	good item, low price.
2205	1	a	They were golden-crispy and delicious.
1868	0	a	I'm probably one of the few people to ever go to Ians and not like it.
1298	1	a	It was so funny.  
1176	0	a	It was just too horrible.  
2178	1	a	The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.
212	0	a	I've missed numerous calls because of this reason.
